id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg,region
830313,W10,2.0,2,No,500-999 sqft,Yes,We,3.0,20,658.0,675000.0,43.67281607531853,-79.36359442440249,2
707112,W10,1.0,1,No,500-999 sqft,N,No,44.0,8,444.0,585000.0,43.68071923137248,-79.37696812701643,5
955820,W13,1.0,2,No,0-499 sqft,Yes,No,14.0,6,388.0,496000.0,43.65140400704669,-79.35097198657905,11
495061,W13,2.0,2,No,1000-1499 sqft,N,S,7.0,3,1292.0,1329000.0,43.64072989265792,-79.40653293306471,23
863446,W10,2.0,2,No,1000-1499 sqft,Yes,S,3.0,24,909.0,1250000.0,43.67022073428197,-79.42080950760257,21
496585,W13,2.0,2,No,0-499 sqft,Yes,S,19.0,4,612.0,531000.0,43.62760463512888,-79.42173476189035,0
961950,W10,1.0,1,No,500-999 sqft,N,No,,3,387.0,480000.0,43.6692838714851,-79.4265130028216,21
620082,W10,1.0,1,No,0-499 sqft,Yes,We,4.0,16,379.0,458000.0,43.67267175220169,-79.38699898827734,8
770556,W10,0.0,1,No,0-499 sqft,Yes,No,10.0,13,580.0,526000.0,43.6684511671569,-79.39297115335815,1
389784,W10,1.0,1,YES,500-999 sqft,Yes,E,4.0,1,628.0,707000.0,43.67209366826045,-79.39222314685975,1
257486,W10,1.0,1,YES,500-999 sqft,N,S,59.0,0,564.0,662000.0,43.66882553172552,-79.4150747884702,21
409793,W10,3.0,2,No,1000-1499 sqft,N,We,2.0,3,931.0,1517000.0,43.68947957173882,-79.37312016070996,5
363784,W10,1.0,1,YES,0-499 sqft,N,No,10.0,4,299.0,575000.0,43.661199834454855,-79.40614137806016,22
442272,W11,1.0,1,YES,1000-1499 sqft,N,No,7.0,2,522.0,800000.0,43.65089868313993,-79.376417503212,18
348150,W13,2.0,2,YES,1500-1999 sqft,Yes,No,2.0,13,1249.0,1590000.0,43.63242854251223,-79.40025051665377,13
576418,W10,1.0,1,No,500-999 sqft,Yes,S,0.0,1,454.0,673000.0,43.66581718671658,-79.41506800018468,21
711259,W11,1.0,1,No,500-999 sqft,Yes,S,7.0,19,564.0,917000.0,43.66113997640599,-79.37448541942891,19
507035,W10,0.0,1,No,0-499 sqft,N,S,12.0,21,340.0,507000.0,43.657846448907954,-79.41520473807707,4
297879,W10,1.0,2,No,0-499 sqft,Yes,No,11.0,13,351.0,536000.0,43.67106197547398,-79.40129574786934,1
663027,W13,0.0,1,No,500-999 sqft,N,No,57.0,5,394.0,467000.0,43.64825820394503,-79.36017246134256,11
858604,W13,1.0,1,YES,0-499 sqft,Yes,S,23.0,3,327.0,477000.0,43.643040883372365,-79.37303047885055,18
349951,W11,2.0,2,No,1500-1999 sqft,N,S,34.0,12,1545.0,1919000.0,43.65093215689033,-79.3772855007448,18
563185,W10,2.0,2,No,500-999 sqft,N,S,12.0,0,437.0,623000.0,43.66283935673441,-79.41013545267799,22
917053,W13,1.0,1,YES,500-999 sqft,Yes,We,20.0,7,514.0,731000.0,43.63782739585493,-79.39874003996023,3
183635,W10,0.0,1,No,500-999 sqft,Yes,S,26.0,24,741.0,843000.0,43.68032058336266,-79.36709965470178,20
963470,W13,2.0,2,YES,500-999 sqft,N,S,11.0,14,591.0,703000.0,43.64783626606008,-79.41185368416447,17
105884,W13,1.0,1,No,0-499 sqft,Yes,No,13.0,27,471.0,371000.0,43.646756253260826,-79.38744253394398,10
408327,W13,0.0,1,No,0-499 sqft,Yes,No,11.0,12,269.0,421000.0,43.6469613360468,-79.41733819440438,17
395723,W10,2.0,2,YES,2000-2499 sqft,Yes,No,4.0,13,2102.0,2196000.0,43.65714559490446,-79.38829113852297,10
741594,W13,1.0,1,No,0-499 sqft,Yes,No,13.0,27,335.0,440000.0,43.65026950183964,-79.38440192776177,10
539699,W10,2.0,2,No,500-999 sqft,Yes,S,1.0,3,907.0,819000.0,43.66813498858895,-79.40670280979981,12
930405,W10,1.0,1,YES,500-999 sqft,Yes,We,5.0,4,1158.0,924000.0,43.65896296760946,-79.39186907856315,24
854587,W10,2.0,2,YES,500-999 sqft,Yes,No,14.0,7,533.0,886000.0,43.67436649296637,-79.37874789155211,8
530261,W10,1.0,1,No,500-999 sqft,Yes,No,1.0,26,491.0,700000.0,43.67791636300487,-79.38775320199767,14
506568,W10,,2,No,2500-2999 sqft,N,We,1.0,3,3662.0,3510000.0,43.66222179070506,-79.40421743151848,22
623081,W13,1.0,1,YES,500-999 sqft,Yes,No,6.0,0,854.0,797000.0,43.63981043700392,-79.40475346118265,23
146234,W13,2.0,3,YES,500-999 sqft,N,S,21.0,1,640.0,917000.0,43.64025300375622,-79.42310423418749,0
746611,W13,2.0,2,No,1000-1499 sqft,Yes,S,2.0,27,1144.0,1422000.0,43.63179482655868,-79.4109386136845,7
888597,W13,2.0,2,No,1500-1999 sqft,Yes,No,1.0,56,1594.0,2283000.0,43.63375188063106,-79.40728800931124,7
231234,W10,2.0,1,No,500-999 sqft,N,S,1.0,7,763.0,1080000.0,43.67766636442197,-79.37423103775917,20
739530,W13,1.0,1,No,0-499 sqft,N,No,8.0,2,261.0,378000.0,43.640831352183135,-79.37805346784718,18
436747,W10,2.0,3,No,1000-1499 sqft,N,No,24.0,8,1698.0,1936000.0,43.68411657094256,-79.37663116220229,5
182053,W10,1.0,1,YES,500-999 sqft,Yes,S,18.0,0,422.0,577000.0,43.68865721210856,-79.38801332118906,14
470812,W13,2.0,2,No,2000-2499 sqft,Yes,S,13.0,16,1440.0,2216000.0,43.65352064395869,-79.3916748671155,10
773586,W10,2.0,1,YES,500-999 sqft,Yes,E,57.0,0,597.0,780000.0,43.664725169732215,-79.38903270480937,24
131051,W13,1.0,1,YES,500-999 sqft,Yes,We,30.0,7,874.0,664000.0,43.6489396599336,-79.36657606820224,6
268520,W10,1.0,1,YES,0-499 sqft,N,S,8.0,5,529.0,711000.0,43.68307000104513,-79.38355742791545,14
854795,W13,0.0,1,No,500-999 sqft,N,E,18.0,9,305.0,399000.0,43.63824308751505,-79.41101279337998,7
224923,W13,2.0,2,No,500-999 sqft,Yes,We,15.0,8,896.0,1155000.0,43.64571755423599,-79.40181706497637,23
109024,W10,1.0,1,YES,500-999 sqft,N,No,15.0,2,1263.0,842000.0,43.68047121374631,-79.37186889653717,20
908560,W13,1.0,1,No,0-499 sqft,Yes,No,8.0,3,567.0,621000.0,43.6410878406957,-79.37830488583238,18
643925,W10,2.0,2,No,500-999 sqft,Yes,No,9.0,9,539.0,783000.0,43.66838665335678,-79.41982700647134,21
868970,W13,1.0,2,No,500-999 sqft,N,E,6.0,5,474.0,508000.0,43.65025925597556,-79.39669125050885,9
539413,W13,1.0,1,No,500-999 sqft,N,S,5.0,7,662.0,833000.0,43.6433252093501,-79.37680134908331,18
100681,W10,1.0,2,No,0-499 sqft,Yes,We,38.0,45,523.0,535000.0,43.66845834376327,-79.38789048480449,24
519372,W10,1.0,1,No,0-499 sqft,N,S,5.0,4,367.0,480000.0,43.654570053594,-79.39010236921025,10
282144,W11,1.0,1,No,500-999 sqft,Yes,S,11.0,11,553.0,624000.0,43.6575780083121,-79.37065176137489,19
134347,W13,1.0,1,No,0-499 sqft,Yes,No,24.0,20,334.0,348000.0,43.640858346915714,-79.39888217763662,3
564276,W13,1.0,1,No,0-499 sqft,N,No,8.0,2,320.0,442000.0,43.64035070673095,-79.37666475795665,18
439870,W13,2.0,2,No,1500-1999 sqft,Yes,S,9.0,2,966.0,1731000.0,43.64004833684686,-79.39433648628044,3
252441,W10,1.0,1,No,500-999 sqft,Yes,We,5.0,5,341.0,516000.0,43.66904681669908,-79.39800462518305,1
588261,W10,1.0,1,YES,500-999 sqft,Yes,E,16.0,4,638.0,798000.0,43.68455695093604,-79.38890767074118,14
117823,W13,1.0,1,No,0-499 sqft,N,S,50.0,3,346.0,379000.0,43.649458113697726,-79.41011793917922,17
795743,W10,2.0,2,No,0-499 sqft,Yes,S,10.0,39,511.0,648000.0,43.68853380723687,-79.3865498766497,14
961888,W11,1.0,1,YES,0-499 sqft,Yes,No,18.0,6,621.0,554000.0,43.66856117338918,-79.37273269757307,2
222220,W10,2.0,2,No,1500-1999 sqft,Yes,S,5.0,5,2117.0,2000000.0,43.67039554819237,-79.40935291049752,12
388719,W13,1.0,1,No,500-999 sqft,Yes,S,6.0,3,628.0,827000.0,43.64013382939952,-79.41307326750562,7
704541,W10,3.0,3,No,1000-1499 sqft,Yes,S,5.0,2,944.0,1259000.0,43.66541027891358,-79.39245730933571,24
491150,W11,2.0,2,No,500-999 sqft,N,S,1.0,32,1009.0,976000.0,43.66188863602649,-79.3768780567913,19
139107,W10,2.0,2,YES,1000-1499 sqft,Yes,No,9.0,4,1478.0,1272000.0,43.65344363702422,-79.40333160370768,22
799101,W11,1.0,1,YES,0-499 sqft,N,S,14.0,3,500.0,606000.0,43.66470254158896,-79.37192517156807,19
751110,W13,1.0,1,No,0-499 sqft,N,E,19.0,10,379.0,529000.0,43.642063947243386,-79.38749332973377,3
575058,W13,2.0,2,YES,500-999 sqft,Yes,No,,0,359.0,593000.0,43.63699065694178,-79.40951974083092,7
256644,W10,2.0,2,No,500-999 sqft,Yes,S,19.0,8,383.0,693000.0,43.660485205507655,-79.39232221733315,24
843842,W10,1.0,1,YES,0-499 sqft,N,S,11.0,2,794.0,550000.0,43.69311566717859,-79.36610380448931,15
516113,W11,2.0,2,No,1000-1499 sqft,Yes,E,26.0,3,1171.0,1163000.0,43.668490276858456,-79.38716617144665,24
727088,W13,1.0,1,No,500-999 sqft,Yes,S,,12,453.0,560000.0,43.643348683399566,-79.39210182097787,3
406634,W10,1.0,1,No,500-999 sqft,Yes,S,22.0,18,580.0,703000.0,43.66349419817615,-79.38872724036521,24
133521,W10,1.0,1,YES,0-499 sqft,N,We,8.0,45,394.0,619000.0,43.6874450396754,-79.38531288092786,14
567633,W10,1.0,1,No,500-999 sqft,Yes,E,21.0,10,668.0,986000.0,43.668016283436295,-79.41239204411251,12
716986,W13,0.0,1,No,0-499 sqft,Yes,No,8.0,3,216.0,313000.0,43.646022811377904,-79.38606050981595,10
768019,W13,1.0,2,No,0-499 sqft,N,S,28.0,16,244.0,320000.0,43.65076216158937,-79.3496426657617,11
204160,W10,2.0,2,No,500-999 sqft,N,E,0.0,6,557.0,871000.0,43.65823350110006,-79.41098569115944,22
374486,W10,2.0,2,YES,500-999 sqft,Yes,No,9.0,13,955.0,1344000.0,43.68816890016754,-79.36676058637353,15
386698,W13,1.0,1,YES,0-499 sqft,Yes,S,10.0,5,396.0,442000.0,43.6407963527957,-79.39722750316083,3
662895,W13,,3,No,500-999 sqft,N,No,28.0,7,587.0,999000.0,43.6424644079277,-79.39570350362725,3
943935,W13,1.0,1,No,0-499 sqft,N,No,4.0,11,472.0,569000.0,43.6394260740681,-79.39304035793003,3
899755,W10,2.0,2,No,1000-1499 sqft,N,S,7.0,15,1650.0,1134000.0,43.66683311890906,-79.4065722349002,12
997339,W10,1.0,1,YES,1000-1499 sqft,N,E,19.0,1,727.0,890000.0,43.6933292511584,-79.38728309720287,14
808936,W13,0.0,1,No,0-499 sqft,Yes,No,10.0,1,299.0,485000.0,43.630981425185965,-79.42505145385717,0
638134,W13,2.0,2,No,1000-1499 sqft,N,No,15.0,25,1253.0,1259000.0,43.65349106786469,-79.3908513165253,10
591259,W10,1.0,1,No,0-499 sqft,N,We,12.0,14,354.0,446000.0,43.672104836292085,-79.36701287975971,2
321138,W10,2.0,1,No,1500-1999 sqft,Yes,S,17.0,8,,1668000.0,43.685341251123376,-79.3630301831856,15
437560,W13,0.0,1,No,0-499 sqft,N,S,20.0,3,403.0,429000.0,43.637019752756736,-79.41602199854988,7
746985,W13,1.0,1,No,500-999 sqft,Yes,We,20.0,21,539.0,580000.0,43.64591386229309,-79.38471911435123,18
294098,W10,1.0,1,YES,500-999 sqft,Yes,S,9.0,21,421.0,608000.0,43.651194436284655,-79.41863905945719,17
499070,W10,2.0,1,YES,500-999 sqft,Yes,S,6.0,4,720.0,883000.0,43.68438456570623,-79.38883318665766,14
363988,W11,1.0,1,No,1000-1499 sqft,N,S,24.0,39,743.0,878000.0,43.66647003632416,-79.3629097512793,2
892740,W13,1.0,1,No,500-999 sqft,Yes,No,3.0,18,681.0,827000.0,43.63514210974135,-79.42104159847274,0
514662,W13,1.0,1,No,0-499 sqft,N,No,7.0,1,240.0,438000.0,43.64341270804744,-79.39818981435195,3
503597,W10,2.0,1,No,500-999 sqft,N,We,0.0,2,878.0,1057000.0,43.663250906305336,-79.42027564944175,21
641164,W10,1.0,1,No,500-999 sqft,Yes,No,78.0,12,467.0,451000.0,43.66914269802917,-79.41331572018541,12
251882,W10,1.0,1,No,500-999 sqft,N,S,24.0,6,496.0,527000.0,43.66826757558994,-79.39319029365382,1
611286,W10,2.0,3,YES,1500-1999 sqft,N,E,9.0,8,1245.0,1455000.0,43.65520959789052,-79.40595377066545,22
223557,W10,2.0,2,No,1000-1499 sqft,Yes,No,15.0,1,1084.0,1366000.0,43.67000147962174,-79.42426377027112,21
204260,W10,1.0,2,YES,500-999 sqft,N,S,6.0,18,1197.0,1100000.0,43.671823037408025,-79.3820773734886,8
267527,W11,2.0,2,YES,1500-1999 sqft,N,S,26.0,7,888.0,1642000.0,43.65485272114639,-79.37308369553867,19
813122,W10,1.0,1,YES,500-999 sqft,Yes,We,9.0,5,565.0,811000.0,43.68426513246296,-79.38391942788495,14
202766,W13,1.0,1,No,0-499 sqft,Yes,No,,1,383.0,510000.0,43.63143227125296,-79.42529507086363,0
448700,W11,2.0,2,No,,Yes,No,6.0,9,666.0,802000.0,43.65258467991635,-79.36624963183542,6
772819,W11,1.0,1,No,1500-1999 sqft,N,No,22.0,5,857.0,1336000.0,43.66964250248596,-79.35942536718835,2
832554,W10,1.0,1,No,500-999 sqft,Yes,S,4.0,2,394.0,724000.0,43.67576068559049,-79.39883362606868,1
607984,W10,0.0,1,No,0-499 sqft,N,No,5.0,0,345.0,437000.0,43.67086787338408,-79.39181722913968,1
405370,W10,2.0,2,No,500-999 sqft,N,We,18.0,25,574.0,640000.0,43.66205543064317,-79.40242006403196,22
323439,W11,1.0,1,YES,500-999 sqft,Yes,S,21.0,1,1020.0,1166000.0,43.65607985068434,-79.36439938160872,16
174116,W10,2.0,2,No,1500-1999 sqft,Yes,S,18.0,16,1572.0,1470000.0,43.67119351065715,-79.3620465318363,2
770146,W13,0.0,1,No,0-499 sqft,N,We,3.0,10,254.0,395000.0,43.64593937586248,-79.41222397544841,17
934201,W10,0.0,1,No,0-499 sqft,Yes,S,4.0,7,610.0,493000.0,43.65940381031741,-79.38919098758161,24
486258,W10,2.0,2,No,1500-1999 sqft,Yes,S,80.0,13,1081.0,1197000.0,43.65552104697826,-79.4115485414127,4
735918,W13,1.0,1,No,0-499 sqft,Yes,We,10.0,10,372.0,439000.0,43.64134942517742,-79.38474276403913,18
127671,W10,1.0,1,YES,500-999 sqft,Yes,We,16.0,18,584.0,845000.0,43.68969757424708,-79.36687346441238,15
262512,W10,1.0,1,No,0-499 sqft,Yes,We,9.0,17,338.0,500000.0,43.65483905650333,-79.41915040381751,4
678371,W13,1.0,2,No,0-499 sqft,N,S,3.0,41,268.0,388000.0,43.64395052742928,-79.38026449502419,18
654143,W10,2.0,2,YES,500-999 sqft,Yes,E,42.0,24,622.0,717000.0,43.692471599486026,-79.37541885146925,5
712630,W13,2.0,2,No,1500-1999 sqft,Yes,S,15.0,1,1159.0,1717000.0,43.6379812344067,-79.39802174678032,3
602584,W13,1.0,1,YES,0-499 sqft,N,S,7.0,11,,457000.0,43.63673690126959,-79.3961915023848,3
639497,W13,1.0,1,YES,0-499 sqft,Yes,S,31.0,13,294.0,495000.0,43.6440739633216,-79.41264039759146,17
198862,W10,2.0,3,No,500-999 sqft,N,E,40.0,1,1007.0,1212000.0,43.674441077789,-79.37038615076682,20
551029,W11,1.0,1,No,500-999 sqft,Yes,E,7.0,2,621.0,707000.0,43.661408063288825,-79.36007901121229,16
765691,W13,3.0,2,No,1000-1499 sqft,Yes,No,3.0,1,745.0,1089000.0,43.6451754692233,-79.38332374350982,18
770078,W10,2.0,1,YES,1500-1999 sqft,N,S,11.0,17,1229.0,2015000.0,43.67493593915896,-79.4031847621104,12
178725,W13,2.0,3,No,1000-1499 sqft,N,We,37.0,9,1527.0,1342000.0,43.649565747861686,-79.41838330141475,17
348989,W13,2.0,3,No,500-999 sqft,N,S,0.0,4,881.0,862000.0,43.641503842972895,-79.40705303993117,23
620027,W13,2.0,2,No,500-999 sqft,Yes,No,7.0,1,603.0,777000.0,43.642243046435816,-79.36900686206276,6
619914,W13,,3,No,0-499 sqft,Yes,No,4.0,15,287.0,464000.0,43.64872551174923,-79.41203625549863,17
504913,W13,1.0,1,YES,0-499 sqft,N,S,6.0,3,509.0,473000.0,43.6481642463975,-79.38102220928513,18
974658,W10,2.0,3,YES,1000-1499 sqft,N,We,8.0,5,1080.0,1226000.0,43.66989212362312,-79.40376300299597,12
834628,W10,1.0,2,YES,0-499 sqft,Yes,E,6.0,7,341.0,500000.0,43.658516618600665,-79.4046728251001,22
103355,W10,1.0,1,YES,500-999 sqft,Yes,No,47.0,4,434.0,603000.0,43.66925911031591,-79.4259310290004,21
255051,W10,1.0,2,YES,500-999 sqft,N,S,32.0,0,881.0,912000.0,43.6631404544129,-79.4139540403492,4
564757,W10,1.0,1,No,500-999 sqft,Yes,S,24.0,37,,637000.0,43.6831063069202,-79.39068725542344,14
625627,W11,1.0,1,No,0-499 sqft,N,We,13.0,3,667.0,646000.0,43.65423165921759,-79.36767447086069,6
674907,W10,2.0,2,YES,1000-1499 sqft,Yes,S,1.0,16,1120.0,1329000.0,43.6740218050855,-79.38877850646983,1
360933,W10,2.0,1,No,500-999 sqft,Yes,S,11.0,2,690.0,941000.0,43.65921436030316,-79.42020265701382,4
531642,W13,1.0,1,YES,500-999 sqft,N,S,15.0,5,706.0,694000.0,43.6332475365362,-79.40410729005646,13
734604,W13,1.0,1,No,,Yes,E,30.0,7,391.0,445000.0,43.6376060504646,-79.42627389338084,0
996115,W10,2.0,2,No,1500-1999 sqft,Yes,S,18.0,22,1292.0,1520000.0,43.67333374734699,-79.37935689901876,8
123935,W13,1.0,1,YES,500-999 sqft,Yes,We,32.0,26,498.0,566000.0,43.64318935382664,-79.36592947216948,6
559078,W10,1.0,1,No,500-999 sqft,N,No,13.0,3,590.0,658000.0,43.65643644133782,-79.41231361969002,4
658218,W10,2.0,2,No,1000-1499 sqft,Yes,E,14.0,14,1015.0,959000.0,43.67134459073131,-79.39208427501528,1
686637,W13,1.0,2,YES,0-499 sqft,Yes,E,2.0,9,321.0,441000.0,43.6452308402392,-79.36921791314849,6
111916,W11,1.0,1,YES,500-999 sqft,Yes,No,14.0,1,402.0,742000.0,43.66031721958782,-79.37720540337483,19
269860,W10,2.0,2,No,500-999 sqft,Yes,E,1.0,8,487.0,597000.0,43.65949632069057,-79.40644586457883,22
390974,W10,2.0,2,No,1000-1499 sqft,N,No,9.0,12,969.0,1002000.0,43.68639296041883,-79.36678051958194,15
882260,W13,1.0,1,No,500-999 sqft,Yes,S,15.0,10,676.0,815000.0,43.63412430806944,-79.42008520949368,0
770898,W11,1.0,1,No,500-999 sqft,Yes,No,5.0,1,593.0,812000.0,43.659658194463184,-79.36923735659884,19
690590,W10,1.0,1,No,500-999 sqft,Yes,S,10.0,19,522.0,631000.0,43.67194225813543,-79.41139373437841,12
827432,W10,1.0,1,YES,500-999 sqft,Yes,S,34.0,11,861.0,1240000.0,43.66917978880814,-79.40989737262666,12
615236,W10,2.0,2,No,1000-1499 sqft,Yes,No,8.0,1,738.0,1142000.0,43.65265173490258,-79.41369396709061,17
421468,W13,2.0,2,No,0-499 sqft,Yes,E,1.0,1,421.0,521000.0,43.64535577903111,-79.39114974325454,3
818447,W11,2.0,1,No,500-999 sqft,N,S,51.0,1,806.0,911000.0,43.657877735905,-79.35648376768451,16
471109,W10,1.0,1,YES,500-999 sqft,Yes,We,20.0,4,484.0,581000.0,43.659531355673685,-79.41958356717805,4
977712,W10,2.0,2,No,500-999 sqft,Yes,S,51.0,21,1024.0,988000.0,43.671077778209664,-79.40937156216324,12
921900,W10,2.0,2,No,1000-1499 sqft,Yes,S,22.0,10,1027.0,884000.0,43.662244015554975,-79.39179199221103,24
141786,W11,2.0,1,YES,1000-1499 sqft,Yes,No,14.0,13,1561.0,1532000.0,43.67168526954466,-79.37523092286905,8
905242,W13,0.0,1,No,0-499 sqft,N,We,8.0,8,253.0,308000.0,43.64927004627515,-79.39036563578965,10
301649,W10,1.0,1,YES,500-999 sqft,Yes,No,15.0,3,507.0,885000.0,43.65269906393517,-79.39977698155955,9
947785,W13,1.0,1,YES,500-999 sqft,N,No,9.0,10,361.0,540000.0,43.649218218164656,-79.36635819289023,6
109107,W10,2.0,2,No,500-999 sqft,N,No,14.0,3,768.0,794000.0,43.67682781809185,-79.39178942146748,1
787891,W13,3.0,2,No,2500-2999 sqft,Yes,S,8.0,8,2579.0,2629000.0,43.64926060961911,-79.35144316127763,11
698464,W10,3.0,2,No,1500-1999 sqft,N,S,24.0,17,,2248000.0,43.6934567628478,-79.36660684823795,15
689437,W10,1.0,2,YES,1000-1499 sqft,Yes,We,9.0,11,979.0,1103000.0,43.67095336716755,-79.41670053870568,21
149691,W10,2.0,1,No,500-999 sqft,Yes,E,44.0,2,623.0,931000.0,43.67234088551413,-79.39762577344473,1
444997,W10,2.0,3,YES,500-999 sqft,Yes,S,13.0,17,688.0,744000.0,43.67983593956392,-79.38783258164696,14
104866,W11,2.0,2,YES,1500-1999 sqft,N,S,0.0,6,1152.0,1373000.0,43.66295004057374,-79.37259857829686,19
223913,W11,2.0,2,No,1500-1999 sqft,Yes,S,16.0,22,1069.0,1462000.0,43.6511915629668,-79.3789698626984,18
251894,W13,1.0,1,YES,500-999 sqft,Yes,No,1.0,6,626.0,689000.0,43.64644871344808,-79.36187680922706,6
936823,W13,2.0,2,No,500-999 sqft,Yes,No,5.0,5,804.0,981000.0,43.63673265539632,-79.40601638485931,23
713774,W10,3.0,3,No,3000-3499 sqft,N,S,17.0,1,2806.0,3260000.0,43.688930046381536,-79.3691861246782,15
487338,W13,1.0,1,YES,500-999 sqft,Yes,S,13.0,3,878.0,1073000.0,43.63168207656699,-79.42670798541548,0
638078,W13,1.0,1,YES,500-999 sqft,N,No,10.0,5,554.0,646000.0,43.64683763913181,-79.38696182154621,10
998996,W10,1.0,1,YES,0-499 sqft,Yes,S,9.0,2,479.0,580000.0,43.68424429923366,-79.38374314880454,14
927205,W10,1.0,1,No,500-999 sqft,N,We,29.0,16,,867000.0,43.67744563798014,-79.37438629375362,20
266573,W11,1.0,1,YES,1000-1499 sqft,Yes,S,17.0,0,564.0,724000.0,43.66842401161417,-79.35764144088958,2
910658,W13,2.0,2,No,500-999 sqft,Yes,E,14.0,5,480.0,502000.0,43.634547584934666,-79.39940624957096,13
879895,W10,2.0,2,No,500-999 sqft,N,E,5.0,12,615.0,676000.0,43.68872381523824,-79.37328731024675,5
754979,W10,1.0,1,YES,500-999 sqft,Yes,No,1.0,4,341.0,640000.0,43.66252687651253,-79.42017296374462,4
531148,W13,1.0,1,No,500-999 sqft,N,S,5.0,17,305.0,551000.0,43.63889513036784,-79.3801741641411,18
155715,W10,2.0,2,YES,1500-1999 sqft,N,S,14.0,0,1471.0,1624000.0,43.68620392753531,-79.37776111344698,5
564384,W10,1.0,1,YES,500-999 sqft,N,No,6.0,2,396.0,556000.0,43.66488103484044,-79.41300100967015,12
585410,W11,0.0,1,No,0-499 sqft,N,No,25.0,1,413.0,455000.0,43.654201069665696,-79.35959607348572,16
196372,W10,1.0,1,No,0-499 sqft,Yes,We,1.0,5,391.0,475000.0,43.671812597737485,-79.38342680163146,8
253609,W10,2.0,1,YES,500-999 sqft,Yes,No,27.0,4,944.0,1197000.0,43.68612869621644,-79.38170411188928,5
298569,W13,2.0,2,No,1000-1499 sqft,Yes,S,10.0,13,1090.0,1525000.0,43.6436616140086,-79.3831505381267,18
367730,W13,1.0,1,YES,500-999 sqft,Yes,We,33.0,1,450.0,630000.0,43.649963168097855,-79.35760743363235,11
515695,W10,2.0,2,No,0-499 sqft,Yes,E,21.0,4,728.0,796000.0,43.66992760970494,-79.42819892783527,21
448658,W10,1.0,2,No,500-999 sqft,N,No,28.0,4,498.0,609000.0,43.66861403813036,-79.42725043606548,21
158728,W10,2.0,1,No,1500-1999 sqft,N,No,,6,1324.0,1325000.0,43.6606091767656,-79.41955599987826,4
897997,W10,1.0,1,No,0-499 sqft,N,S,,10,443.0,427000.0,43.66680223996229,-79.4199215083763,21
113903,W10,2.0,2,YES,1000-1499 sqft,Yes,S,10.0,1,1857.0,1370000.0,43.66300695728128,-79.41749679807873,4
118792,W13,2.0,2,No,500-999 sqft,N,S,,13,823.0,1044000.0,43.6426745480886,-79.39370852853273,3
695479,W13,1.0,1,YES,0-499 sqft,Yes,S,18.0,4,348.0,427000.0,43.645581336178296,-79.37089497574705,6
265252,W13,1.0,2,No,0-499 sqft,Yes,No,8.0,8,487.0,336000.0,43.63909131600773,-79.39930457889359,3
603283,W13,3.0,2,No,1500-1999 sqft,Yes,S,7.0,6,1284.0,1322000.0,43.64436489065602,-79.41093885876822,17
753320,W11,3.0,2,No,1000-1499 sqft,Yes,No,9.0,3,950.0,868000.0,43.65952198118684,-79.38157852871753,19
121300,W13,2.0,2,No,1000-1499 sqft,N,E,5.0,8,1168.0,1142000.0,43.63392632158949,-79.42413211097849,0
468404,W13,2.0,2,No,1000-1499 sqft,Yes,S,8.0,3,1453.0,2115000.0,43.63429253413286,-79.41531699565532,7
902005,W10,2.0,1,No,1000-1499 sqft,Yes,S,1.0,10,793.0,1459000.0,43.67374780081147,-79.40131876451302,1
518604,W10,3.0,2,No,500-999 sqft,Yes,We,10.0,13,626.0,846000.0,43.66993619025626,-79.39462666817141,1
435030,W13,2.0,2,No,500-999 sqft,N,S,0.0,4,365.0,503000.0,43.64113152091258,-79.39187481575716,3
799832,W13,2.0,2,No,2000-2499 sqft,Yes,No,13.0,3,2672.0,2945000.0,43.62919827109597,-79.41271619482053,7
186837,W13,1.0,1,YES,0-499 sqft,Yes,E,0.0,16,285.0,370000.0,43.64566491489656,-79.41983708980838,17
439772,W10,1.0,1,No,0-499 sqft,N,S,1.0,5,334.0,436000.0,43.66455718332641,-79.41484334005264,4
883912,W10,2.0,2,No,500-999 sqft,Yes,S,4.0,3,600.0,655000.0,43.66575914404444,-79.39710771809447,24
130211,W10,2.0,2,YES,500-999 sqft,N,We,31.0,4,805.0,1019000.0,43.67886972593038,-79.36949395705423,20
728765,W11,1.0,1,No,500-999 sqft,N,We,4.0,12,666.0,744000.0,43.65602679932522,-79.3753187512397,19
745615,W10,1.0,1,YES,500-999 sqft,N,S,12.0,17,1040.0,632000.0,43.65204663844932,-79.41597000693248,17
631342,W10,1.0,1,No,0-499 sqft,Yes,We,13.0,13,350.0,422000.0,43.69027303744977,-79.36874989728743,15
767186,W13,2.0,2,YES,1500-1999 sqft,N,S,14.0,1,1847.0,1962000.0,43.6425459575729,-79.40516583049775,23
787201,W10,1.0,1,YES,500-999 sqft,Yes,S,11.0,1,709.0,692000.0,43.67592296394126,-79.3662826650055,20
185419,W13,2.0,2,No,500-999 sqft,Yes,S,0.0,8,443.0,458000.0,43.648274879675455,-79.42050959634578,17
829991,W13,3.0,2,No,2000-2499 sqft,Yes,E,11.0,1,1296.0,1802000.0,43.64222476304844,-79.41659706505149,17
213696,W13,2.0,2,YES,500-999 sqft,Yes,E,25.0,11,801.0,1091000.0,43.63689081429475,-79.39508269155785,3
