id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg
603283,W13,3,2,No,1500-1999 sqft,Yes,S,7,6,1284,1322000,43.64436489065602,-79.41093885876822
753320,W11,3,2,No,1000-1499 sqft,Yes,No,9,3,950,868000,43.65952198118684,-79.38157852871753
121300,W13,2,2,No,1000-1499 sqft,N,E,5,8,1168,1142000,43.63392632158949,-79.42413211097849
468404,W13,2,2,No,1000-1499 sqft,Yes,S,8,3,1453,2115000,43.63429253413286,-79.41531699565532
902005,W10,2,1,No,1000-1499 sqft,Yes,S,1,10,793,1459000,43.67374780081147,-79.40131876451302
518604,W10,3,2,No,500-999 sqft,Yes,We,10,13,626,846000,43.66993619025626,-79.39462666817141
435030,W13,2,2,No,500-999 sqft,N,S,0,4,365,503000,43.64113152091258,-79.39187481575716
799832,W13,2,2,No,2000-2499 sqft,Yes,No,13,3,2672,2945000,43.62919827109597,-79.41271619482053
186837,W13,1,1,YES,0-499 sqft,Yes,E,0,16,285,370000,43.64566491489656,-79.41983708980838
439772,W10,1,1,No,0-499 sqft,N,S,1,5,334,436000,43.66455718332641,-79.41484334005264
883912,W10,2,2,No,500-999 sqft,Yes,S,4,3,600,655000,43.665759144044436,-79.39710771809447
130211,W10,2,2,YES,500-999 sqft,N,We,31,4,805,1019000,43.67886972593038,-79.36949395705423
728765,W11,1,1,No,500-999 sqft,N,We,4,12,666,744000,43.65602679932522,-79.3753187512397
745615,W10,1,1,YES,500-999 sqft,N,S,12,17,1040,632000,43.65204663844932,-79.41597000693248
631342,W10,1,1,No,0-499 sqft,Yes,We,13,13,350,422000,43.69027303744977,-79.36874989728743
767186,W13,2,2,YES,1500-1999 sqft,N,S,14,1,1847,1962000,43.6425459575729,-79.40516583049775
787201,W10,1,1,YES,500-999 sqft,Yes,S,11,1,709,692000,43.67592296394126,-79.3662826650055
185419,W13,2,2,No,500-999 sqft,Yes,S,0,8,443,458000,43.648274879675455,-79.42050959634578
829991,W13,3,2,No,2000-2499 sqft,Yes,E,11,1,1296,1802000,43.64222476304844,-79.41659706505149
213696,W13,2,2,YES,500-999 sqft,Yes,E,25,11,801,1091000,43.63689081429475,-79.39508269155785
919980,W13,1,1,YES,500-999 sqft,Yes,No,NA,12,923,833000,43.630699440774144,-79.4233588613478
607259,W13,1,1,YES,500-999 sqft,N,S,13,19,560,787000,43.63722037193729,-79.41292640322011
953065,W10,1,1,No,500-999 sqft,Yes,S,19,5,283,469000,43.667455451305464,-79.40295698023603
318119,W10,2,2,YES,500-999 sqft,Yes,S,47,0,788,762000,43.65812790642392,-79.41409437493644
406890,W10,1,1,No,500-999 sqft,N,We,4,5,761,748000,43.66970880016487,-79.41341709945078
631632,W10,1,1,No,0-499 sqft,N,We,6,16,503,484000,43.67534907689938,-79.37615482831431
181554,W13,2,2,No,1000-1499 sqft,Yes,No,3,7,975,1248000,43.64185527777421,-79.4070997052737
105715,W11,1,1,YES,500-999 sqft,Yes,No,36,7,824,1020000,43.65962793550611,-79.360052788241
991536,W10,1,1,No,500-999 sqft,Yes,E,5,0,384,612000,43.65826215812741,-79.4073921357716
553862,W13,1,1,No,0-499 sqft,N,S,14,7,379,354000,43.63963305092844,-79.38478432110153
318897,W10,2,2,No,1000-1499 sqft,Yes,No,31,7,1427,1353000,43.67743480821883,-79.36558893876652
112497,W10,1,1,YES,500-999 sqft,Yes,No,3,7,884,936000,43.67877103794076,-79.3877912665706
219418,W11,3,3,No,1500-1999 sqft,N,S,22,4,1881,1878000,43.66693501368542,-79.38055387256775
407800,W10,0,1,No,0-499 sqft,N,S,2,2,344,512000,43.669049328725734,-79.38770669932295
724826,W13,1,2,YES,500-999 sqft,N,We,28,0,538,792000,43.64397601187915,-79.39947195901773
553942,W10,1,2,No,500-999 sqft,N,S,32,17,444,474000,43.66658774543787,-79.42625818707462
815096,W11,0,1,No,500-999 sqft,N,S,2,7,505,560000,43.661071072736796,-79.36847943521596
364461,W13,1,1,No,0-499 sqft,N,We,16,15,218,366000,43.64185151013139,-79.37765014885017
902340,W10,1,1,No,500-999 sqft,Yes,No,0,10,758,760000,43.68574861993217,-79.378626625076
185507,W10,3,3,No,500-999 sqft,N,No,22,1,467,708000,43.69316084265358,-79.36660423938201
763654,W10,2,3,YES,1500-1999 sqft,N,No,13,5,1645,2065000,43.690519621548056,-79.37726662833516
662991,W10,1,1,No,0-499 sqft,N,E,22,9,395,516000,43.658784928762074,-79.40616920216821
109040,W10,2,3,No,0-499 sqft,Yes,S,4,31,477,515000,43.67744652803645,-79.37981441461092
131192,W11,1,1,No,1000-1499 sqft,Yes,S,NA,10,1138,1165000,43.66458403255859,-79.381677115887
706764,W13,3,3,No,1000-1499 sqft,Yes,S,15,13,1041,1420000,43.6512252801695,-79.39252150212782
334748,W13,1,1,No,500-999 sqft,Yes,S,6,18,631,659000,43.63602309790284,-79.39906927668869
581279,W10,1,1,No,500-999 sqft,Yes,E,55,8,585,721000,43.66893349781163,-79.39146912355525
790770,W13,2,2,No,1000-1499 sqft,N,E,20,3,844,1338000,43.63889109220497,-79.38899417046716
381140,W10,1,1,No,500-999 sqft,N,No,41,24,723,783000,43.67366753160801,-79.3833060587989
850724,W13,1,1,No,500-999 sqft,N,No,0,4,478,579000,43.643875784331904,-79.4162393916554
198027,W13,1,1,No,500-999 sqft,Yes,S,0,29,361,434000,43.648853439002295,-79.42299267926295
751353,W13,1,1,No,0-499 sqft,N,S,3,8,369,NA,43.63494645447218,-79.40598047588672
580268,W13,2,1,No,1000-1499 sqft,Yes,S,3,19,1607,1410000,43.64494212828159,-79.36440822380962
380665,W10,0,1,No,0-499 sqft,Yes,S,6,1,390,530000,43.65509363633713,-79.41321660762452
172778,W10,1,1,YES,500-999 sqft,Yes,No,13,4,434,703000,43.66923147617418,-79.38920665332392
822896,W11,1,1,YES,500-999 sqft,Yes,S,0,37,1022,723000,43.655273378941814,-79.36449328613257
460456,W10,3,2,No,1000-1499 sqft,Yes,E,1,15,1170,1686000,43.66938644591862,-79.42595181020504
260367,W10,NA,1,YES,1000-1499 sqft,N,S,9,0,1092,1346000,43.65759507481733,-79.40541455303553
388617,W11,1,1,No,500-999 sqft,Yes,S,11,3,410,545000,43.65930431609503,-79.37538470275275
845198,W13,0,1,No,0-499 sqft,Yes,E,9,7,527,443000,43.63899961491359,-79.39447612749578
427996,W10,2,3,YES,500-999 sqft,Yes,S,4,16,857,753000,43.66730370934893,-79.41449146051596
981190,W10,2,1,No,500-999 sqft,N,S,25,15,1083,925000,43.65314717223681,-79.41321916754605
983686,W11,2,2,No,1000-1499 sqft,Yes,S,2,1,1125,1246000,43.6695452842639,-79.3744992102582
599785,W11,1,1,No,500-999 sqft,N,No,35,9,506,637000,43.66388541721357,-79.37425698428046
881627,W13,1,1,No,500-999 sqft,Yes,S,40,18,676,940000,43.63929236771364,-79.39649417474877
791058,W10,1,1,YES,500-999 sqft,N,We,32,12,478,673000,43.67850918871208,-79.39204142587135
319303,W13,1,1,YES,500-999 sqft,Yes,E,4,1,635,792000,43.64246681956035,-79.40650060477849
301219,W10,2,2,No,0-499 sqft,N,We,5,6,346,547000,43.691278204439186,-79.37251402971329
720715,W11,1,1,No,1000-1499 sqft,N,We,3,3,845,1293000,43.65540371138813,-79.38302736988356
482918,W10,1,1,No,0-499 sqft,N,S,23,0,295,423000,43.66423344551497,-79.40113212092811
905205,W11,1,1,No,500-999 sqft,Yes,We,7,11,595,941000,43.6695644414866,-79.3619423314307
677474,W10,2,3,No,500-999 sqft,N,S,9,10,749,1034000,43.68057956299663,-79.38304643339717
282637,W13,3,3,No,NA,Yes,E,6,31,587,704000,43.64448273464391,-79.39599222464322
280650,W13,1,1,YES,500-999 sqft,N,No,5,2,752,606000,43.639946864734824,-79.42645402430288
924661,W10,1,1,No,0-499 sqft,Yes,S,NA,18,457,NA,43.674832478570984,-79.3975114430633
468337,W10,1,1,No,500-999 sqft,N,No,6,6,395,558000,43.652944089896025,-79.41327947981432
756170,W10,2,2,No,500-999 sqft,Yes,No,31,2,844,990000,43.6795244915079,-79.36788964240745
540788,W13,2,2,YES,1500-1999 sqft,N,We,4,1,1984,1791000,43.642957438078554,-79.41496412440269
446135,W13,1,2,YES,500-999 sqft,N,S,42,12,612,732000,43.643289840192764,-79.37080446015084
303837,W10,1,1,YES,500-999 sqft,Yes,E,1,13,375,571000,43.66808407108904,-79.41948389015168
403201,W10,1,2,YES,0-499 sqft,Yes,No,4,10,494,565000,43.67178700973462,-79.39138266730335
854854,W10,1,1,No,0-499 sqft,Yes,S,4,16,309,436000,43.67246032656738,-79.36240799188865
940119,W10,1,2,No,500-999 sqft,N,E,16,20,354,432000,43.66570319449685,-79.40441042327134
609288,W10,2,2,No,500-999 sqft,Yes,S,0,16,758,879000,43.68946043097318,-79.38918510104551
382931,W13,2,2,No,500-999 sqft,Yes,We,26,14,1114,1124000,43.64045006127062,-79.42098445450289
547907,W10,1,1,No,0-499 sqft,Yes,No,NA,1,557,671000,43.655723668826724,-79.41463298117837
315651,W13,1,1,No,0-499 sqft,Yes,No,1,20,474,497000,43.639833848101766,-79.37780138840131
537967,W10,1,1,No,1000-1499 sqft,Yes,S,6,2,677,941000,43.67817916153731,-79.37489521832717
362913,W11,1,1,YES,500-999 sqft,Yes,S,1,5,756,766000,43.666737732866594,-79.3823982218786
757603,W10,1,1,YES,500-999 sqft,N,E,8,18,806,705000,43.676466398604795,-79.37204663060481
890692,W11,1,1,YES,1000-1499 sqft,Yes,E,12,27,1162,1221000,43.669473264708245,-79.37972042797807
551281,W13,1,1,No,0-499 sqft,Yes,No,27,19,258,383000,43.64389979626667,-79.37805849875438
277580,W10,1,2,YES,1000-1499 sqft,N,No,14,5,601,581000,43.6740561270616,-79.38673912894451
256093,W11,2,2,YES,NA,Yes,No,5,25,1146,1908000,43.66607172915312,-79.37302229741206
491831,W10,2,2,No,500-999 sqft,Yes,We,11,5,618,1018000,43.66724348132115,-79.40404073190399
668887,W10,2,3,No,500-999 sqft,Yes,No,11,15,NA,948000,43.69302110825319,-79.37982808205784
830681,W10,2,1,YES,1000-1499 sqft,Yes,S,24,5,683,877000,43.69221400841798,-79.36207072259738
112489,W11,1,1,YES,1000-1499 sqft,Yes,No,8,16,946,1091000,43.656143259998686,-79.38045712202393
345524,W10,0,1,No,0-499 sqft,Yes,No,6,4,349,524000,43.65886764662954,-79.38981901378692
155841,W13,1,1,No,0-499 sqft,Yes,E,13,4,367,464000,43.62914683962971,-79.41991783863837
833097,W10,1,1,No,500-999 sqft,Yes,S,4,24,454,631000,43.66594345901013,-79.42674552429145
877749,W10,1,1,No,500-999 sqft,N,S,18,30,1229,919000,43.656229642363975,-79.42124748360322
953280,W10,2,3,No,1000-1499 sqft,Yes,S,19,6,963,955000,43.67092930547439,-79.39425992284659
473650,W10,1,1,No,500-999 sqft,Yes,We,33,2,516,533000,43.69225076106058,-79.38127173053815
974700,W13,1,1,No,0-499 sqft,Yes,S,5,10,522,446000,43.641121804716256,-79.41515242434603
599834,W10,2,2,YES,500-999 sqft,N,S,2,8,1025,1068000,43.688120198558515,-79.37069089479144
542855,W10,1,1,YES,0-499 sqft,N,No,2,7,580,559000,43.65516013644654,-79.41885354650651
927345,W10,2,2,No,0-499 sqft,Yes,No,NA,2,337,650000,43.654341146951346,-79.41770686410916
981858,W13,2,2,No,1000-1499 sqft,N,S,3,10,703,992000,43.63320526486542,-79.4166224027843
919583,W13,2,3,No,NA,N,No,49,21,1458,2282000,43.64393096827844,-79.38302580452181
791839,W13,2,3,YES,1000-1499 sqft,Yes,No,12,10,961,1063000,43.64333253882556,-79.36987574222289
480682,W10,2,2,YES,500-999 sqft,Yes,We,13,2,1573,1058000,43.67191947853776,-79.40050174734793
295716,W11,1,1,No,0-499 sqft,Yes,No,2,5,442,536000,43.670898831676574,-79.37120989354469
773033,W13,2,2,YES,3000-3499 sqft,N,S,25,4,2625,3097000,43.645222965287516,-79.39737868624604
142443,W13,1,1,No,500-999 sqft,Yes,E,2,4,591,635000,43.649545237006954,-79.41347296258068
648194,W13,1,1,No,0-499 sqft,Yes,We,2,2,502,514000,43.641335644186775,-79.41642650518884
716770,W10,0,1,No,500-999 sqft,Yes,No,2,10,438,440000,43.68396578741743,-79.37571674164337
424557,W13,2,2,YES,0-499 sqft,Yes,We,26,6,541,618000,43.64672363491998,-79.41739875559566
889673,W11,1,1,YES,500-999 sqft,N,No,8,14,376,547000,43.64969781608731,-79.37931931886105
885472,W13,2,1,YES,1000-1499 sqft,N,No,3,44,1008,1550000,43.640323002495464,-79.40965709412437
658420,W10,1,1,YES,500-999 sqft,Yes,S,63,1,343,517000,43.66312233191789,-79.38971249790191
814697,W10,3,3,No,3000-3499 sqft,Yes,We,3,6,1266,1980000,43.65829770673199,-79.41432456483449
781914,W10,2,2,YES,500-999 sqft,Yes,No,15,13,399,772000,43.671577550028374,-79.3936120675645
667544,W10,3,2,No,4000+ sqft,N,S,52,12,3600,3894000,43.6705799596642,-79.40701163621269
739866,W10,1,1,No,0-499 sqft,N,E,7,5,463,414000,43.671941708043846,-79.39914457322654
217139,W10,2,2,YES,500-999 sqft,N,S,34,4,819,761000,43.69318247642066,-79.38157685234414
493218,W10,1,2,YES,0-499 sqft,Yes,E,31,2,414,565000,43.65687478462982,-79.41307146612456
708464,W13,1,1,No,500-999 sqft,N,We,23,21,526,671000,43.63686211867545,-79.4256783637156
868600,W11,2,2,YES,1000-1499 sqft,Yes,S,19,0,680,980000,43.662923836355105,-79.37533870011077
811555,W13,0,1,No,0-499 sqft,Yes,S,24,29,475,393000,43.6330630785427,-79.42769074985694
277001,W13,1,1,YES,500-999 sqft,N,No,7,8,712,696000,43.628867524014275,-79.41031332215573
427523,W11,1,1,YES,500-999 sqft,Yes,No,7,26,389,606000,43.66737623914118,-79.37050573753754
746172,W13,1,1,YES,1000-1499 sqft,N,S,NA,16,660,948000,43.62802634139674,-79.41418640530172
683928,W13,1,1,No,0-499 sqft,Yes,S,11,1,179,331000,43.636160211775945,-79.40087380837141
469987,W11,1,1,YES,500-999 sqft,Yes,We,4,1,664,744000,43.66160982037494,-79.38458945672477
515720,W10,2,2,No,1000-1499 sqft,N,S,23,18,1370,1536000,43.66710624758067,-79.4099754106361
905665,W13,0,1,No,0-499 sqft,Yes,We,3,3,214,349000,43.63442909868802,-79.42242705731734
536528,W11,2,2,YES,1000-1499 sqft,Yes,S,17,14,1054,1617000,43.668626292131485,-79.36530257898526
398945,W13,1,1,YES,0-499 sqft,N,No,9,7,441,612000,43.65007292247944,-79.38250588382799
390670,W11,1,1,YES,0-499 sqft,N,S,8,8,408,578000,43.66497108143224,-79.38086418828591
596919,W13,3,2,No,0-499 sqft,N,No,15,23,596,804000,43.64304872338503,-79.39334273225097
588017,W13,1,1,YES,500-999 sqft,N,No,2,1,424,556000,43.641684521568294,-79.40136190393041
326464,W13,1,1,YES,500-999 sqft,N,S,27,1,625,962000,43.620879903272154,-79.39497230765203
185361,W13,2,2,No,500-999 sqft,Yes,We,11,13,996,1070000,43.645128251239896,-79.40294083216514
668566,W10,2,2,No,1500-1999 sqft,Yes,No,19,5,550,876000,43.672190435626725,-79.41375371474739
936389,W10,2,1,No,1000-1499 sqft,Yes,E,5,2,1418,1375000,43.67584918011187,-79.37836654193642
629218,W10,3,2,No,2000-2499 sqft,Yes,S,11,11,2671,NA,43.67484178798791,-79.38258157944553
396351,W13,2,3,No,500-999 sqft,Yes,No,NA,5,718,950000,43.637159692363014,-79.42226551454526
827027,W11,2,2,No,1500-1999 sqft,N,No,14,15,1005,1404000,43.65438140144177,-79.37131005292187
928107,W11,1,1,No,0-499 sqft,Yes,No,47,0,433,548000,43.65039968951471,-79.37157550753722
357216,W13,3,2,No,1000-1499 sqft,Yes,We,22,2,908,1301000,43.640311100406194,-79.38985504050287
615090,W10,1,1,No,0-499 sqft,N,S,3,16,827,818000,43.67707137675392,-79.39000360029348
727696,W10,1,1,No,500-999 sqft,Yes,No,17,4,462,505000,43.65548072399159,-79.38915585680137
557006,W11,2,2,No,500-999 sqft,N,We,1,6,940,691000,43.670268748796424,-79.37749060589113
553377,W11,2,3,No,500-999 sqft,Yes,No,40,3,1166,1238000,43.6554592580552,-79.37712487790134
684507,W10,1,2,No,0-499 sqft,N,S,3,8,580,500000,43.65839921693662,-79.4032095376019
596606,W11,2,2,No,1000-1499 sqft,Yes,S,9,9,1032,1443000,43.66890445267068,-79.3742707865791
386954,W10,1,1,YES,500-999 sqft,Yes,No,37,5,387,592000,43.668187699956064,-79.41990143355666
229267,W10,3,3,No,500-999 sqft,Yes,E,8,1,1154,1001000,43.671528289011185,-79.38353810122754
973348,W11,NA,1,YES,0-499 sqft,N,No,1,9,450,589000,43.67051767848609,-79.36678179436728
771071,W10,2,1,No,500-999 sqft,Yes,No,10,12,857,1062000,43.66995785242203,-79.38282386212813
722290,W13,1,1,No,500-999 sqft,Yes,We,24,16,511,645000,43.635304189339784,-79.40816055378569
998038,W11,2,2,No,1000-1499 sqft,Yes,No,10,6,590,883000,43.670682827480775,-79.36939142254752
315309,W11,2,2,No,500-999 sqft,Yes,We,11,0,547,750000,43.66521427345328,-79.37722741825854
746919,W13,2,1,No,1000-1499 sqft,N,S,15,8,761,967000,43.63473646601222,-79.41014744521173
165848,W11,2,2,No,500-999 sqft,N,S,11,7,806,823000,43.65123080447837,-79.376175762483
447229,W10,2,2,YES,1000-1499 sqft,Yes,S,NA,8,889,1233000,43.67648284451652,-79.39441710443252
879183,W10,1,1,No,500-999 sqft,Yes,S,24,2,443,577000,43.688996369484904,-79.37414598726807
617544,W10,1,1,No,1500-1999 sqft,N,S,11,11,627,896000,43.66754601654167,-79.39967740430032
242906,W10,2,2,YES,1000-1499 sqft,N,E,2,5,723,933000,43.67414606939406,-79.41123813915303
596519,W13,2,2,No,500-999 sqft,N,S,10,7,524,562000,43.63776085343412,-79.4134387689856
342740,W10,2,2,No,500-999 sqft,Yes,No,3,5,540,623000,43.6649574780387,-79.41791854012364
675637,W13,1,1,YES,500-999 sqft,N,No,1,5,377,532000,43.63260982432901,-79.41288843886134
228019,W13,2,2,No,1000-1499 sqft,Yes,S,5,4,729,996000,43.647696531992345,-79.39504971502237
604331,W10,1,1,YES,500-999 sqft,Yes,S,9,0,806,692000,43.6911165150967,-79.36471092907031
575289,W13,1,1,No,0-499 sqft,Yes,S,38,23,253,385000,43.64915990723899,-79.38408768989147
753233,W10,0,1,No,0-499 sqft,N,We,9,43,309,457000,43.654634263093776,-79.39672585981086
487006,W10,0,1,No,0-499 sqft,Yes,No,8,4,326,394000,43.67732629627774,-79.36833202810197
511779,W11,1,1,No,500-999 sqft,Yes,No,3,5,676,675000,43.65428932052664,-79.3758887466828
580611,W10,2,1,No,0-499 sqft,N,S,4,3,547,530000,43.681655282503435,-79.37039674159294
829997,W13,2,2,No,500-999 sqft,Yes,We,2,3,390,592000,43.64211645738104,-79.40906320875669
748372,W13,1,1,YES,500-999 sqft,Yes,No,2,17,820,814000,43.640193612419885,-79.37784917561312
469174,W13,2,2,YES,5500-3999 sqft,Yes,E,39,6,2544,4049000,43.64237365701499,-79.40863381050173
895228,W10,1,1,No,0-499 sqft,Yes,No,35,20,492,468000,43.65860540098076,-79.40447271491675
212675,W13,1,1,YES,500-999 sqft,Yes,We,14,16,549,727000,43.62824555129305,-79.41204038852372
766255,W10,1,1,No,500-999 sqft,N,S,1,12,563,1056000,43.68201011991756,-79.39125497047999
121730,W10,1,1,No,500-999 sqft,Yes,We,2,13,716,515000,43.66503119410412,-79.38893263590217
468680,W10,2,3,No,1000-1499 sqft,N,No,1,75,1176,1527000,43.690549053425045,-79.37629071681515
968553,W13,1,1,YES,500-999 sqft,N,S,24,2,481,747000,43.646204675186304,-79.39330810421515
264902,W10,1,1,No,500-999 sqft,Yes,S,20,3,780,768000,43.676304788170285,-79.36855837311236
684941,W10,1,1,No,0-499 sqft,Yes,E,9,28,362,542000,43.65516437838769,-79.40885500732739
851257,W13,1,1,YES,500-999 sqft,Yes,S,30,15,822,948000,43.63979204374261,-79.4215132871837
359177,W10,1,1,YES,0-499 sqft,Yes,S,21,5,307,435000,43.66934472883504,-79.3979296380292
554309,W10,0,1,No,0-499 sqft,N,E,14,8,331,437000,43.68566799068348,-79.36827908709735
171528,W10,1,1,No,500-999 sqft,N,S,NA,4,601,557000,43.66888924381993,-79.40213465826363
684440,W10,1,1,No,500-999 sqft,N,No,6,7,506,698000,43.6568446414876,-79.4042529904423
297490,W13,0,1,No,0-499 sqft,Yes,No,7,66,296,438000,43.64417385881638,-79.39180241158233
901735,W11,2,2,YES,500-999 sqft,N,E,34,6,984,1192000,43.65022356186789,-79.3714836524724
346179,W10,1,1,No,500-999 sqft,N,No,3,5,691,664000,43.67114878131443,-79.4006435214925
532768,W13,2,2,YES,500-999 sqft,Yes,S,4,16,687,951000,43.631185145457586,-79.41424935984071
855298,W13,0,1,No,0-499 sqft,N,We,14,13,371,369000,43.651139017178544,-79.34977448166053
657714,W11,1,2,YES,500-999 sqft,Yes,We,13,13,648,767000,43.66065657828439,-79.3672319636788
658127,W10,2,2,YES,1000-1499 sqft,N,S,9,3,1601,1864000,43.660791646786855,-79.39723983241589
184030,W10,1,1,YES,1000-1499 sqft,Yes,S,20,23,1238,1293000,43.66626209305863,-79.41243693086486
339334,W10,2,1,No,1000-1499 sqft,N,We,31,11,1185,1387000,43.687515786954485,-79.36787201399967
862785,W13,3,2,No,1000-1499 sqft,Yes,E,18,7,685,977000,43.651192520467205,-79.40861006073322
515299,W11,2,3,YES,1000-1499 sqft,N,E,7,9,1038,1021000,43.65684000822435,-79.36715596586815
749688,W10,2,2,YES,2500-2999 sqft,N,No,28,1,2108,3109000,43.68555935469987,-79.3836098856604
807362,W13,3,2,No,2000-2499 sqft,Yes,No,3,16,1776,2167000,43.64298036744845,-79.40581717850098
582701,W13,0,1,No,0-499 sqft,N,S,1,13,301,383000,43.648158997762756,-79.35468240216466
629632,W10,2,3,No,500-999 sqft,Yes,S,22,1,797,799000,43.68012094444659,-79.38573773877677
336533,W11,2,2,No,1500-1999 sqft,Yes,We,34,26,1943,1740000,43.66045646311139,-79.36184079991814
420191,W13,1,1,YES,500-999 sqft,Yes,We,5,12,603,756000,43.633897957414376,-79.42113377999378
257977,W10,2,2,No,500-999 sqft,N,We,22,2,915,765000,43.65830373148573,-79.40506992872176
984099,W11,2,2,YES,3000-3499 sqft,Yes,S,11,4,2906,3609000,43.6618398439049,-79.38345442015753
244347,W10,1,1,No,0-499 sqft,Yes,No,7,0,345,525000,43.66448134611185,-79.40331086786797
259829,W11,2,2,YES,1000-1499 sqft,Yes,No,9,4,1703,2376000,43.65580123688296,-79.37316139219622
620977,W13,1,1,YES,0-499 sqft,N,S,1,4,488,498000,43.647223218306394,-79.41674890620449
886802,W13,1,1,No,0-499 sqft,N,No,3,3,262,302000,43.63109466957635,-79.41617727151939
343860,W13,2,2,No,500-999 sqft,Yes,S,0,5,813,NA,43.6364568570786,-79.41732725559588
736036,W10,1,1,YES,500-999 sqft,N,S,29,5,654,710000,43.67951467188033,-79.36486814075349
861073,W13,1,1,YES,0-499 sqft,Yes,No,4,0,278,426000,43.6462871074063,-79.35913642661873
382399,W10,NA,1,No,500-999 sqft,N,We,18,38,586,726000,43.68814427145158,-79.38472019126742
469252,W13,1,1,YES,500-999 sqft,Yes,E,1,1,373,542000,43.639351421206825,-79.39170035608753
142391,W10,1,1,No,500-999 sqft,N,S,25,8,729,839000,43.67306174978941,-79.36799601814147
838966,W11,2,1,No,500-999 sqft,Yes,S,9,14,860,917000,43.65177932492721,-79.38150348158948
433096,W11,0,1,No,500-999 sqft,N,No,20,8,467,517000,43.66795030401152,-79.38558778243765
377282,W11,2,2,YES,500-999 sqft,Yes,S,15,13,616,875000,43.66193114697368,-79.3568736417041
443319,W10,1,1,YES,500-999 sqft,N,S,26,24,NA,871000,43.672043467042286,-79.41675198902821
140481,W10,2,2,YES,500-999 sqft,Yes,S,3,7,680,925000,43.672124052556455,-79.38245164122857
589267,W13,1,1,YES,0-499 sqft,N,S,18,28,443,573000,43.62988499632232,-79.41238815390349
402257,W10,1,1,YES,1000-1499 sqft,Yes,S,3,0,917,1090000,43.693372441306856,-79.37949028391482
157105,W10,2,2,YES,5500-3999 sqft,N,S,8,31,3575,3769000,43.66348390540603,-79.38706694070513
133438,W10,1,1,YES,1000-1499 sqft,N,No,12,2,736,1091000,43.67308888933629,-79.37558840758571
168073,W11,1,1,No,0-499 sqft,Yes,S,6,4,426,543000,43.65577298751672,-79.36056214782032
589113,W11,2,2,No,500-999 sqft,N,We,13,2,283,595000,43.65887412050719,-79.36865871971595
854174,W13,2,2,No,500-999 sqft,N,S,4,6,555,857000,43.634811179410065,-79.40359303489072
716571,W11,1,1,No,1500-1999 sqft,Yes,We,1,9,1236,1350000,43.661415574091116,-79.36306419005511
146235,W10,1,1,No,500-999 sqft,N,S,56,7,583,673000,43.691418648694615,-79.37583543980968
254780,W13,NA,1,No,0-499 sqft,Yes,No,23,5,NA,NA,43.631321771889894,-79.42294318019917
550944,W13,1,1,YES,500-999 sqft,Yes,S,11,12,361,513000,43.63885661419186,-79.3900696504392
928064,W13,1,2,YES,500-999 sqft,Yes,No,28,3,356,567000,43.63344794221302,-79.42029279754458
523286,W13,1,1,No,0-499 sqft,N,S,6,16,236,351000,43.63798626746984,-79.39187168073268
316329,W13,3,2,No,1000-1499 sqft,N,S,8,3,793,1379000,43.65016304892627,-79.39297555383351
837765,W13,1,1,No,500-999 sqft,N,No,18,28,684,762000,43.6328438810254,-79.41933976439279
205805,W13,2,2,No,500-999 sqft,Yes,S,13,16,1070,949000,43.63573071533239,-79.40928948670616
840932,W11,NA,1,No,500-999 sqft,Yes,E,9,18,852,1213000,43.66165025529805,-79.38376389178842
558830,W10,1,1,No,0-499 sqft,N,E,9,7,397,422000,43.672359020667685,-79.40951900285002
707126,W13,3,2,No,1000-1499 sqft,Yes,S,10,8,1918,2008000,43.641857364138936,-79.38776444907595
683782,W11,1,1,YES,1000-1499 sqft,Yes,S,5,2,900,943000,43.66677109134208,-79.3665152424229
556177,W13,0,1,No,0-499 sqft,Yes,No,26,24,185,317000,43.633532651591864,-79.39806479276895
665265,W10,1,1,YES,500-999 sqft,Yes,S,19,9,661,756000,43.65341026136445,-79.42021214233779
857337,W11,2,2,No,500-999 sqft,Yes,We,14,12,888,743000,43.65483494056127,-79.36402042506255
709977,W10,3,2,No,1500-1999 sqft,Yes,We,8,32,1188,1904000,43.685617160943984,-79.38186959660176
768033,W10,0,1,No,500-999 sqft,Yes,E,6,13,471,588000,43.656717716414185,-79.38690387848897
686472,W10,2,2,No,500-999 sqft,Yes,No,5,29,789,841000,43.664296043670845,-79.41683126290715
477876,W13,2,1,No,2000-2499 sqft,N,S,1,6,1566,1928000,43.63837756335594,-79.38124664723021
881606,W10,1,1,YES,0-499 sqft,N,No,15,4,540,509000,43.689460179337665,-79.36846473802453
547801,W13,1,1,No,500-999 sqft,Yes,We,31,41,706,822000,43.6343885598499,-79.42199926880559
298649,W13,1,1,YES,500-999 sqft,N,No,14,3,472,576000,43.63916335697644,-79.38090290287248
857318,W13,2,3,No,1500-1999 sqft,Yes,We,3,15,1082,1588000,43.64423664907213,-79.36880121191707
385423,W11,2,1,YES,2500-2999 sqft,Yes,No,33,4,2870,3726000,43.65535001713816,-79.35151874996059
924647,W11,2,2,YES,500-999 sqft,N,We,10,1,649,762000,43.668732742426435,-79.36136799081747
614438,W10,2,2,No,500-999 sqft,N,No,7,10,696,1000000,43.66080630700645,-79.41179620425119
470663,W13,1,1,YES,0-499 sqft,N,We,NA,20,470,480000,43.64583536971567,-79.3673203885148
